Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2014,4,17,21,27,—,24.3,85.4,31,1.7,—
S44,2014,4,17,22,27,—,23.7,81.9,46,1.2,—
S44,2014,4,17,23,27.4,—,23.8,80.8,64,1,—
S44,2014,4,17,24,27.6,—,23.1,76.7,73,0.8,—
S44,2014,4,18,1,27.8,—,24,79.7,93,0.9,—
S44,2014,4,18,2,26.6,—,23.7,84.3,20,1.1,—
S44,2014,4,18,3,26.9,—,23.9,83.5,36,0.7,—
S44,2014,4,18,4,26.8,—,24.1,85.1,42,0.9,—
S44,2014,4,18,5,26.5,—,24.5,89,7,1.1,—
S44,2014,4,18,6,25.9,—,24.9,93.8,48,1.2,—
S44,2014,4,18,7,27,—,25,88.7,65,0.7,—
S44,2014,4,18,8,27.4,—,25,87,92,0.7,—
S44,2014,4,18,9,27.3,—,24,82.3,311,1,—
S44,2014,4,18,10,24.1,—,23.2,94.4,176,2.3,—
S44,2014,4,18,11,24.1,—,23.2,94.9,53,1.3,—
S44,2014,4,18,12,26.1,—,24.8,92.6,231,1.6,—
S44,2014,4,18,13,27.2,—,25.4,90.1,301,1.2,—
S44,2014,4,18,14,29.9,—,22.9,66.2,284,0.9,—
S44,2014,4,18,15,28.9,—,24,74.7,299,2,—
S44,2014,4,18,16,25.3,—,23.3,88.9,305,2.5,—
S44,2014,4,18,17,27,—,24.3,85.2,305,2,—
S44,2014,4,18,18,27,—,23.9,82.8,307,1.8,—
S44,2014,4,18,19,27.1,—,23.7,81.8,305,1.4,—
S44,2014,4,18,20,26.6,—,23.9,85.1,329,1.5,—
S44,2014,4,18,21,26.1,—,24.6,91.2,333,1.3,—
S44,2014,4,18,22,26.2,—,24.2,88.7,349,0.9,—
S44,2014,4,18,23,25.9,—,24.6,92.4,338,0.9,—
S44,2014,4,18,24,25.8,—,24.5,92.3,10,0.7,—
S44,2014,4,19,1,25.6,—,24,90.8,27,1,—
S44,2014,4,19,2,25.7,—,24.1,90.9,40,0.9,—
S44,2014,4,19,3,25.9,—,24.1,90.1,29,0.6,—
S44,2014,4,19,4,25.8,—,24,89.6,34,1.2,—
S44,2014,4,19,5,25.4,—,24.3,93.7,349,0.9,—
S44,2014,4,19,6,25.3,—,24.2,93.8,334,0.8,—
S44,2014,4,19,7,25.5,—,24.1,91.8,306,1.3,—
S44,2014,4,19,8,26,—,24.2,90,316,0.9,—
S44,2014,4,19,9,27.1,—,22.9,78,320,1.3,—
S44,2014,4,19,10,29.4,—,23.3,69.8,298,0.9,—
S44,2014,4,19,11,30.2,—,22.6,63.7,276,1.4,—
S44,2014,4,19,12,29.8,—,23.3,68.1,265,1.9,—
S44,2014,4,19,13,31.4,—,23,61.4,259,1.7,—
S44,2014,4,19,14,31.3,—,21.5,55.9,249,2.1,—
S44,2014,4,19,15,31.9,—,21.3,53.3,253,1.8,—
S44,2014,4,19,16,32.6,—,20.1,48,266,1.7,—
S44,2014,4,19,17,31.4,—,21,53.9,283,1.8,—
S44,2014,4,19,18,32.3,—,19.9,48,281,1.2,—
S44,2014,4,19,19,31.4,—,21.2,54.8,294,0.8,—
S44,2014,4,19,20,30.3,—,19.7,52.9,132,1.2,—
S44,2014,4,19,21,29.1,—,23,69.6,66,0.9,—
S44,2014,4,19,22,28.9,—,24,74.6,103,1.3,—
S44,2014,4,19,23,28.8,—,24.3,76.8,105,1.7,—
S44,2014,4,19,24,28.7,—,23.9,75.3,112,1.9,—
S44,2014,4,20,1,28.3,—,24.7,80.9,110,2.3,—
S44,2014,4,20,2,28.1,—,24.6,81.7,109,1.8,—
S44,2014,4,20,3,27.9,—,24.4,81.6,110,1.6,—
S44,2014,4,20,4,27.8,—,24.3,81.4,105,1.4,—
S44,2014,4,20,5,27.4,—,24.1,82.5,74,0.8,—
S44,2014,4,20,6,27.2,—,24.3,84.2,81,0.8,—
S44,2014,4,20,7,27.2,—,24.6,85.5,71,0.7,—
S44,2014,4,20,8,27.9,—,24.9,83.8,76,0.9,—
S44,2014,4,20,9,29.1,—,24.4,75.7,99,1.3,—
S44,2014,4,20,10,30.5,—,23.9,67.9,122,1.3,—
S44,2014,4,20,11,24.5,—,24,96.8,221,3.5,—
S44,2014,4,20,12,26.8,—,24.6,87.6,281,2.1,—
S44,2014,4,20,13,25.2,—,23.6,90.6,339,1.3,—
S44,2014,4,20,14,25.2,—,23.9,92.9,321,1.7,—
S44,2014,4,20,15,27.6,—,23,76.2,339,1.3,—
S44,2014,4,20,16,27.6,—,23,76.1,328,1,—
S44,2014,4,20,17,27.5,—,22.9,76.1,329,1.2,—
S44,2014,4,20,18,28.5,—,22.8,71.3,357,0.9,—
S44,2014,4,20,19,27.7,—,22.6,73.9,29,1.1,—
S44,2014,4,20,20,27.3,—,23.2,78.4,8,1,—
S44,2014,4,20,21,27.4,—,22.8,76,40,1.1,—
S44,2014,4,20,22,27.1,—,23.1,78.6,39,0.9,—
S44,2014,4,20,23,26.8,—,23.1,80.5,44,1.1,—
S44,2014,4,20,24,26.8,—,23.1,80.2,9,1.3,—
S44,2014,4,21,1,26.4,—,23.5,84.3,7,1.4,—
S44,2014,4,21,2,26,—,23.2,84.7,3,1.4,—
S44,2014,4,21,3,25.9,—,23.5,86.8,8,1.6,—
S44,2014,4,21,4,25.9,—,24.1,89.8,15,1.9,—
S44,2014,4,21,5,25.6,—,24.3,92.8,3,1.3,—
S44,2014,4,21,6,25.7,—,24,90.6,358,1.1,—
S44,2014,4,21,7,25.9,—,24.2,90.2,349,1.4,—
S44,2014,4,21,8,26,—,24.5,91.5,308,2.1,—
S44,2014,4,21,9,26.7,—,24.3,87,278,2,—
S44,2014,4,21,10,27.9,—,23.7,78.1,292,2.3,—
S44,2014,4,21,11,28.7,—,24.3,77.2,310,2.5,—
S44,2014,4,21,12,28.5,—,23.3,73.8,256,1.6,—
S44,2014,4,21,13,27.1,—,23.6,81.2,214,2.9,—
S44,2014,4,21,14,26.4,—,23.4,83.6,186,1.9,—
S44,2014,4,21,15,25.4,—,24.5,94.4,203,1,—
S44,2014,4,21,16,25.3,—,24.5,95.1,327,1.3,—
S44,2014,4,21,17,25.7,—,24.6,93.3,322,1.8,—
S44,2014,4,21,18,26.1,—,24.6,91.7,323,1,—
S44,2014,4,21,19,26.2,—,24.1,88.1,255,0.5,—
S44,2014,4,21,20,26,—,24.3,90.2,254,0.6,—
S44,2014,4,21,21,25.9,—,24.4,91.1,293,0.6,—
S44,2014,4,21,22,26,—,24.2,89.6,286,0.5,—
S44,2014,4,21,23,25.9,—,24.3,91,300,1,—
S44,2014,4,21,24,25.7,—,25,95.7,301,1.2,—
S44,2014,4,22,1,25.3,—,24.9,97.4,359,1.1,—
S44,2014,4,22,2,25.7,—,23.8,89.1,348,0.7,—
S44,2014,4,22,3,25.4,—,24,92,7,0.6,—
S44,2014,4,22,4,25,—,24.5,96.8,30,1.5,—
S44,2014,4,22,5,25.2,—,24.7,96.8,35,1.5,—
S44,2014,4,22,6,24.7,—,24.5,98.6,329,1.6,—
S44,2014,4,22,7,24.5,—,24.3,98.9,340,1.2,—
S44,2014,4,22,8,25.8,—,24.4,92.1,4,1.3,—
S44,2014,4,22,9,27.7,—,24.1,80.9,9,1.2,—
S44,2014,4,22,10,29,—,23.6,72.9,331,1,—
S44,2014,4,22,11,30.9,—,23.2,63.6,324,1.2,—
S44,2014,4,22,12,32.3,—,22.3,55.4,338,1.5,—
S44,2014,4,22,13,33.8,—,22,50,325,1.4,—
S44,2014,4,22,14,33.8,—,21.6,49,331,1.4,—
S44,2014,4,22,15,25.8,—,21.9,79.1,179,2.1,—
S44,2014,4,22,16,28.6,—,24.4,78.1,214,2.3,—
S44,2014,4,22,17,27.8,—,24.2,80.8,287,1.1,—
S44,2014,4,22,18,25.9,—,24.6,92.5,26,1.7,—
S44,2014,4,22,19,25.1,—,23.8,92.9,21,1.8,—
S44,2014,4,22,20,25.3,—,24,92.1,32,1.9,—
S44,2014,4,22,21,25.2,—,24,93.2,9,1.4,—
S44,2014,4,22,22,25.3,—,24.3,93.9,341,1,—
S44,2014,4,22,23,26.1,—,23.6,86,315,1.3,—
S44,2014,4,22,24,25.3,—,23.8,91.5,18,0.9,—
S44,2014,4,23,1,26.1,—,21.4,75.2,34,1.3,—
S44,2014,4,23,2,25.7,—,23.5,87.6,344,1.3,—
S44,2014,4,23,3,25.4,—,24.2,93.6,343,0.9,—
S44,2014,4,23,4,25.1,—,23.7,92,1,1.3,—
S44,2014,4,23,5,25,—,23.8,93.2,355,1.1,—
S44,2014,4,23,6,25.3,—,23.6,90,24,1.8,—
S44,2014,4,23,7,25.3,—,24.2,93.7,33,1.6,—
S44,2014,4,23,8,26.2,—,24.5,90.4,45,1,—
S44,2014,4,23,9,27.9,—,24.5,81.6,28,0.9,—
S44,2014,4,23,10,29.9,—,23.6,69.2,42,0.9,—
S44,2014,4,23,11,30.6,—,22.7,62.9,360,1.1,—
S44,2014,4,23,12,31.9,—,21.8,55.3,344,1.3,—
S44,2014,4,23,13,33.6,—,21.9,50.3,332,1.2,—
S44,2014,4,23,14,33.5,—,21.3,48.8,316,1.3,—
S44,2014,4,23,15,30.3,—,23.9,68.7,200,1.8,—
S44,2014,4,23,16,29.7,—,24.9,75.7,220,1.5,—
S44,2014,4,23,17,23.9,—,23.4,97,314,1.7,—
S44,2014,4,23,18,23.9,—,23.5,97.4,89,1.4,—
S44,2014,4,23,19,26.8,—,24.7,88.1,102,1.6,—
S44,2014,4,23,20,26.4,—,24.8,91.1,81,1.4,—
S44,2014,4,23,21,27.3,—,25.1,87.7,95,1.3,—
S44,2014,4,23,22,27.3,—,25.1,87.7,108,1.2,—
S44,2014,4,23,23,27.4,—,24.9,86,63,0.8,—
S44,2014,4,23,24,27,—,24.9,87.9,85,1.3,—
S44,2014,4,24,1,26.9,—,25,89.1,73,0.8,—
S44,2014,4,24,2,26.9,—,25.2,90.4,76,1.2,—
S44,2014,4,24,3,26.7,—,25.4,92.5,38,1.4,—
S44,2014,4,24,4,26.5,—,25.4,93.5,70,0.7,—
S44,2014,4,24,5,26.2,—,25.2,94.7,49,0.8,—
S44,2014,4,24,6,26.7,—,24.9,89.7,93,0.9,—
S44,2014,4,24,7,26.9,—,24.9,89.1,87,0.8,—
S44,2014,4,24,8,26.9,—,25.6,92.2,154,0.8,—
S44,2014,4,24,9,27.6,—,25.9,90.8,204,1.1,—
S44,2014,4,24,10,29.3,—,25.9,81.8,99,1.6,—
S44,2014,4,24,11,30.2,—,24.8,73.1,134,1.1,—
S44,2014,4,24,12,28.1,—,21.9,69.2,316,2.5,—
S44,2014,4,24,13,31,—,23,62.7,318,1.6,—
S44,2014,4,24,14,32,—,23.9,62.6,257,1.4,—
S44,2014,4,24,15,31.2,—,23.7,64.6,217,2.2,—
S44,2014,4,24,16,31.7,—,22.7,59.2,221,2.6,—
S44,2014,4,24,17,30.5,—,21.5,58.9,246,2.1,—
S44,2014,4,24,18,28.6,—,24.4,78.3,282,2.3,—
S44,2014,4,24,19,25.6,—,24.3,92.2,12,2,—
S44,2014,4,24,20,25.2,—,24.4,95.4,24,1.9,—
S44,2014,4,24,21,25.5,—,24.5,94.7,31,1.7,—
S44,2014,4,24,22,25.1,—,24.3,95.1,12,1.3,—
S44,2014,4,24,23,24.9,—,24.2,95.9,8,1.3,—
S44,2014,4,24,24,24.9,—,24.3,96.4,337,1.2,—
S44,2014,4,25,1,25.3,—,24.5,95.2,331,0.8,—
S44,2014,4,25,2,25.3,—,24.5,95.3,331,1,—
S44,2014,4,25,3,25,—,24.2,95.3,337,1.4,—
S44,2014,4,25,4,24.9,—,24.3,96.2,15,1.3,—
S44,2014,4,25,5,25,—,24.5,96.9,12,1,—
S44,2014,4,25,6,24.8,—,24.3,96.9,14,1.1,—
S44,2014,4,25,7,24.8,—,24.3,96.8,350,1.2,—
S44,2014,4,25,8,25.4,—,24.5,94.4,5,1.5,—
S44,2014,4,25,9,26.7,—,24.9,89.9,325,1.1,—
S44,2014,4,25,10,29.1,—,23.7,72.9,309,1.5,—
S44,2014,4,25,11,31,—,22.2,59.5,334,1.2,—
S44,2014,4,25,12,31.8,—,22.8,59,295,0.9,—
S44,2014,4,25,13,31.4,—,22.5,59.4,307,1.2,—
S44,2014,4,25,14,32.3,—,23,58.2,219,0.9,—
S44,2014,4,25,15,32.3,—,23,57.8,310,1,—
S44,2014,4,25,16,32.4,—,23.1,58.1,187,1.1,—
S44,2014,4,25,17,30.7,—,22.7,62.3,219,1.9,—
S44,2014,4,25,18,26.4,—,23.9,85.8,245,1.8,—
S44,2014,4,25,19,24.2,—,23.8,97.7,14,2.5,—
S44,2014,4,25,20,26.6,—,24.7,89.3,64,2,—
S44,2014,4,25,21,26.4,—,24.7,90.8,45,1.5,—
S44,2014,4,25,22,27,—,25.1,89.5,62,1.1,—
S44,2014,4,25,23,27.2,—,25.2,89.2,54,1.1,—
S44,2014,4,25,24,27.2,—,24.7,86.4,33,1.3,—
S44,2014,4,26,1,26.6,—,24.4,87.8,27,1.4,—
S44,2014,4,26,2,26.3,—,24.4,89.2,24,1.9,—
S44,2014,4,26,3,26.5,—,24.2,87.2,22,1.7,—
S44,2014,4,26,4,26.5,—,24.9,90.7,39,1.5,—
S44,2014,4,26,5,26,—,24.4,91.2,14,1,—
S44,2014,4,26,6,25.6,—,24.2,92.1,19,1.7,—
S44,2014,4,26,7,25.9,—,24.4,91.4,25,2,—
S44,2014,4,26,8,25.9,—,24.7,93.2,23,1.7,—
S44,2014,4,26,9,27.5,—,25.5,89.2,9,1.1,—
S44,2014,4,26,10,29.8,—,25,75.5,354,1,—
S44,2014,4,26,11,31.4,—,22.8,60.4,1,0.9,—
S44,2014,4,26,12,32.5,—,19.9,47.3,325,1.2,—
S44,2014,4,26,13,33.3,—,23.2,55.6,329,1.2,—
S44,2014,4,26,14,31.4,—,24.2,65.7,281,1.8,—
S44,2014,4,26,15,27.6,—,25.6,88.9,169,1.7,—
S44,2014,4,26,16,27.6,—,24.4,82.7,101,1.3,—
S44,2014,4,26,17,26.8,—,25.3,91.8,45,1.9,—
S44,2014,4,26,18,27.2,—,25.7,91.5,36,1.7,—
S44,2014,4,26,19,27.3,—,25,87.2,57,0.9,—
S44,2014,4,26,20,27.3,—,24,82.6,62,1,—
S44,2014,4,26,21,27.3,—,24.4,84.2,38,1.2,—
S44,2014,4,26,22,26.7,—,25.2,91.2,360,1.1,—
S44,2014,4,26,23,26.4,—,25.3,93.3,6,1.3,—
S44,2014,4,26,24,26,—,25.2,95.7,39,1.3,—
S44,2014,4,27,1,26.3,—,25.5,95.1,30,1.6,—
S44,2014,4,27,2,26,—,25,94.2,12,1.3,—
S44,2014,4,27,3,26.3,—,24.9,91.7,36,1.1,—
S44,2014,4,27,4,26.5,—,25.2,93,148,0.8,—
S44,2014,4,27,5,26.2,—,25.3,95,318,1.3,—
S44,2014,4,27,6,24.2,—,23.3,95.1,200,2.2,—
S44,2014,4,27,7,24.9,—,23.5,91.9,139,0.7,—
S44,2014,4,27,8,25,—,23.5,91.3,47,1.2,—
S44,2014,4,27,9,26.6,—,23.6,83.7,88,1,—
S44,2014,4,27,10,27.9,—,23.7,77.7,33,0.5,—
S44,2014,4,27,11,29.5,—,23.6,70.5,204,0.7,—
S44,2014,4,27,12,30.4,—,24.1,69.3,268,1,—
S44,2014,4,27,13,31.2,—,21.9,57.7,266,1.8,—
S44,2014,4,27,14,30.8,—,22.1,59.8,225,1.7,—
S44,2014,4,27,15,31.1,—,22.2,59.1,236,2,—
S44,2014,4,27,16,31.9,—,20.2,50,234,1.8,—
S44,2014,4,27,17,28.8,—,23.6,73.6,283,1.3,—
S44,2014,4,27,18,27.7,—,23.9,79.7,20,2.2,—
S44,2014,4,27,19,27,—,23.7,82.4,357,1.5,—
S44,2014,4,27,20,26.3,—,23.8,85.9,7,1.5,—
S44,2014,4,27,21,26.4,—,23.9,86.3,2,1.4,—
S44,2014,4,27,22,26.7,—,24,85.4,14,1.4,—
S44,2014,4,27,23,26.5,—,24.2,87.1,32,1.9,—
S44,2014,4,27,24,26.6,—,24,85.7,18,1.6,—
S44,2014,4,28,1,26.4,—,24,86.9,4,1.1,—
S44,2014,4,28,2,26.2,—,24.6,90.5,335,1,—
S44,2014,4,28,3,26.3,—,24.1,87.4,345,0.9,—
S44,2014,4,28,4,25.6,—,24.6,94.1,321,1.9,—
S44,2014,4,28,5,25,—,24.3,95.6,282,2.2,—
S44,2014,4,28,6,25,—,24.6,97.5,267,1.9,—
S44,2014,4,28,7,25.2,—,24.7,97.1,263,1.4,—
S44,2014,4,28,8,25,—,24.6,97.5,11,1,—
S44,2014,4,28,9,27,—,25.8,93.5,334,0.8,—
S44,2014,4,28,10,28.5,—,25.1,81.9,264,0.7,—
S44,2014,4,28,11,29.9,—,24.2,71.3,262,1,—
S44,2014,4,28,12,29.8,—,24.6,73.7,278,1.3,—
S44,2014,4,28,13,30.7,—,23.2,64.5,261,1.3,—
S44,2014,4,28,14,31.3,—,22.4,59.1,286,1.7,—
S44,2014,4,28,15,32,—,21.8,54.9,255,1.4,—
S44,2014,4,28,16,31.7,—,20.3,50.9,248,1.5,—
S44,2014,4,28,17,31.6,—,21.4,54.6,264,1.5,—
S44,2014,4,28,18,31,—,22.2,59.8,251,1.1,—
S44,2014,4,28,19,29.9,—,22.6,64.8,266,0.8,—
S44,2014,4,28,20,29.4,—,22.9,68.1,286,1,—
S44,2014,4,28,21,28.9,—,23.6,73.1,305,0.9,—
S44,2014,4,28,22,27.7,—,22.9,75.2,38,1.8,—
S44,2014,4,28,23,28,—,22.7,73.2,64,1,—
S44,2014,4,28,24,27.5,—,22.8,75.5,27,1.1,—
S44,2014,4,29,1,27.3,—,22.9,77,5,0.8,—
S44,2014,4,29,2,26.8,—,23.5,82.2,4,1.3,—
S44,2014,4,29,3,26.3,—,23.7,85.4,11,1.4,—
S44,2014,4,29,4,26.3,—,23.6,85,32,1.9,—
S44,2014,4,29,5,25.8,—,23.9,89,28,2.3,—
S44,2014,4,29,6,25.9,—,23.6,86.8,23,2,—
S44,2014,4,29,7,26,—,23.9,88.3,18,1.9,—
S44,2014,4,29,8,26.4,—,24.1,87.1,18,1.3,—
S44,2014,4,29,9,28.1,—,24.6,81.3,356,1.3,—
S44,2014,4,29,10,30.9,—,24.5,68.8,1,1,—
S44,2014,4,29,11,26.2,—,24.7,91.2,311,2.2,—
S44,2014,4,29,12,27.7,—,24.7,83.4,269,1.4,—
S44,2014,4,29,13,28.1,—,24.7,82.1,234,1.1,—
S44,2014,4,29,14,28.9,—,22.7,69.4,295,1.9,—
S44,2014,4,29,15,30.4,—,21.9,60.7,260,1.7,—
S44,2014,4,29,16,30.7,—,20.5,54.5,241,2.1,—
S44,2014,4,29,17,29.8,—,21.4,60.8,235,2.2,—
S44,2014,4,29,18,29.2,—,23.1,69.8,249,1.3,—
S44,2014,4,29,19,28.7,—,23.6,74.1,262,0.7,—
S44,2014,4,29,20,28.2,—,23.9,77.6,317,0.8,—
S44,2014,4,29,21,27.9,—,24.2,80.3,346,0.8,—
S44,2014,4,29,22,26.8,—,24.6,87.7,355,1.1,—
S44,2014,4,29,23,26.2,—,24.8,91.5,8,1.3,—
S44,2014,4,29,24,26.8,—,24.1,84.9,23,1.2,—
S44,2014,4,30,1,27.3,—,24.2,83.3,3,0.8,—
S44,2014,4,30,2,26.3,—,25,92.2,323,1.1,—
S44,2014,4,30,3,25.9,—,25,94.5,350,0.9,—
S44,2014,4,30,4,26.2,—,24.8,92.2,351,1.1,—
S44,2014,4,30,5,25.8,—,25.1,95.6,324,1.9,—
S44,2014,4,30,6,25.9,—,25.1,95.5,318,2.2,—
S44,2014,4,30,7,26.3,—,25.1,93.5,320,1.4,—
S44,2014,4,30,8,26,—,25,94.1,330,1.1,—
S44,2014,4,30,9,27.7,—,25.6,88.1,324,1.2,—
S44,2014,4,30,10,29.3,—,25.3,79.4,312,1.2,—
S44,2014,4,30,11,29.8,—,24.6,73.8,292,1.4,—
S44,2014,4,30,12,30,—,24.8,73.6,227,1.3,—
S44,2014,4,30,13,30.9,—,23.8,66.2,221,1.3,—
S44,2014,4,30,14,30.8,—,24,67.2,209,1.5,—
S44,2014,4,30,15,30.8,—,23.4,64.7,227,2.2,—
S44,2014,4,30,16,30,—,23.4,67.8,253,1.4,—
S44,2014,4,30,17,30,—,23.5,68,250,1,—
S44,2014,4,30,18,29.9,—,23.2,67.3,180,0.7,—
S44,2014,4,30,19,27.3,—,25,87.3,37,1.3,—
S44,2014,4,30,20,26.7,—,24.6,88,28,2,—
S44,2014,4,30,21,26.7,—,24.4,87,26,1.7,—
S44,2014,4,30,22,26.7,—,24.4,87.7,20,1.8,—
S44,2014,4,30,23,26.6,—,24.7,89.2,27,1.8,—
S44,2014,4,30,24,26.4,—,25,92.1,38,1.7,—
S44,2014,5,1,1,27,—,25.4,91.1,27,1.9,—
S44,2014,5,1,2,26.1,—,25.2,94.3,9,1.4,—
S44,2014,5,1,3,26.6,—,25.6,94.5,63,0.9,—
S44,2014,5,1,4,26.2,—,25.4,95.1,329,1,—
S44,2014,5,1,5,24.8,—,23.8,94.2,284,2.8,—
S44,2014,5,1,6,24,—,23.1,94.8,296,3.1,—
S44,2014,5,1,7,24,—,23.5,97,314,3.2,—
S44,2014,5,1,8,23.8,—,23.2,96.1,313,2.9,—
S44,2014,5,1,9,24.7,—,23.7,94.3,312,2.6,—
S44,2014,5,1,10,26.5,—,24.4,88.2,317,0.8,—
S44,2014,5,1,11,28.6,—,23.7,74.9,268,0.8,—
S44,2014,5,1,12,29.3,—,23.7,72.1,295,1.5,—
S44,2014,5,1,13,29.6,—,23.1,68.3,243,1.5,—
S44,2014,5,1,14,30.4,—,22.3,62.1,234,1.5,—
S44,2014,5,1,15,29.5,—,23.7,71,278,1.6,—
S44,2014,5,1,16,29.7,—,23.9,71.1,266,1.3,—
S44,2014,5,1,17,31,—,22.8,61.5,255,1.2,—
S44,2014,5,1,18,30.1,—,22.9,65.7,280,1,—
S44,2014,5,1,19,28.7,—,23.7,74.3,290,1.1,—
S44,2014,5,1,20,28.4,—,23.7,75.9,275,1,—
S44,2014,5,1,21,28.4,—,23.7,75.8,225,1.3,—
S44,2014,5,1,22,28.4,—,23.8,75.9,196,0.7,—
S44,2014,5,1,23,28.2,—,24.2,79.2,236,0.7,—
S44,2014,5,1,24,28.3,—,24.4,79.8,186,0.6,—
S44,2014,5,2,1,28.2,—,24.3,79.7,130,1,—
S44,2014,5,2,2,27.8,—,24,79.5,142,0.6,—
S44,2014,5,2,3,27.5,—,24,81.2,259,0.4,—
S44,2014,5,2,4,27.7,—,24.1,81.1,129,0.5,—
S44,2014,5,2,5,27.5,—,24.1,82.1,75,0.4,—
S44,2014,5,2,6,27.3,—,24.2,83.2,72,0.5,—
S44,2014,5,2,7,27.3,—,24.1,82.9,36,0.6,—
S44,2014,5,2,8,27.4,—,24.4,83.8,331,0.6,—
S44,2014,5,2,9,27.9,—,25.2,85.4,226,1.1,—
S44,2014,5,2,10,29.6,—,24.6,74.4,226,1.5,—
S44,2014,5,2,11,30.7,—,23.2,64.1,208,1.3,—
S44,2014,5,2,12,32,—,21.9,55.2,212,1.3,—
S44,2014,5,2,13,31.2,—,22.9,61.5,215,2,—
S44,2014,5,2,14,33.4,—,20.9,47.8,180,1.4,—
S44,2014,5,2,15,32.2,—,23.2,59,135,1.8,—
S44,2014,5,2,16,31.6,—,24,64,130,1.8,—
S44,2014,5,2,17,31.4,—,22.9,60.7,128,1.8,—
S44,2014,5,2,18,30.6,—,23,63.7,114,1.2,—
S44,2014,5,2,19,30.5,—,22.7,63.5,126,1.1,—
S44,2014,5,2,20,30.1,—,23.7,68.6,123,1.4,—
S44,2014,5,2,21,29.6,—,24,72.1,89,1.1,—
S44,2014,5,2,22,28.8,—,24.7,78.7,339,0.9,—
S44,2014,5,2,23,28.2,—,24.2,79.3,185,0.7,—
S44,2014,5,2,24,29.2,—,23.8,72.8,112,1.5,—
S44,2014,5,3,1,28.9,—,23.6,72.8,115,1.8,—
S44,2014,5,3,2,28.2,—,24.6,80.6,70,1.4,—
S44,2014,5,3,3,28.3,—,25.1,82.8,109,1.6,—
S44,2014,5,3,4,27.9,—,25.1,85,96,1.1,—
S44,2014,5,3,5,27.6,—,25.2,86.5,73,0.9,—
S44,2014,5,3,6,27.1,—,25.3,90.1,43,1.2,—
S44,2014,5,3,7,27.1,—,25.5,91.3,69,1,—
S44,2014,5,3,8,27.9,—,25.8,88.6,78,0.9,—
S44,2014,5,3,9,28.9,—,25.6,82.1,52,1,—
S44,2014,5,3,10,31.2,—,24.2,66.3,83,1.1,—
S44,2014,5,3,11,31.6,—,23.5,62,118,1.3,—
S44,2014,5,3,12,33.3,—,20.6,47.5,109,1.5,—
S44,2014,5,3,13,32.5,—,21.7,53.2,120,1.7,—
S44,2014,5,3,14,32.4,—,23.6,59.8,203,2.2,—
S44,2014,5,3,15,31.8,—,23.2,60.2,184,1.6,—
S44,2014,5,3,16,27.6,—,22.4,73.5,129,2.1,—
S44,2014,5,3,17,27,—,22.6,77.2,351,1.6,—
S44,2014,5,3,18,27.2,—,25,87.8,341,1,—
S44,2014,5,3,19,25.9,—,23.9,88.5,28,1.7,—
S44,2014,5,3,20,25.8,—,23.9,89.3,35,2,—
S44,2014,5,3,21,26.8,—,24.4,86.9,52,1.2,—
S44,2014,5,3,22,26.9,—,24.6,87.5,26,1.3,—
S44,2014,5,3,23,27.2,—,25.2,88.5,67,1,—
S44,2014,5,3,24,27.2,—,25.2,88.7,35,1.2,—
S44,2014,5,4,1,26.1,—,24.9,93.2,28,2.1,—
S44,2014,5,4,2,25.9,—,25.1,95.6,32,2.2,—
S44,2014,5,4,3,25.8,—,25.2,96.4,7,1.6,—
S44,2014,5,4,4,25.9,—,25.2,96.2,13,1.2,—
S44,2014,5,4,5,26.2,—,25.4,95.5,21,1,—
S44,2014,5,4,6,26.9,—,25.4,91.6,99,1.1,—
S44,2014,5,4,7,27.4,—,25.4,88.8,121,1.4,—
S44,2014,5,4,8,27.3,—,25.4,89.6,64,1.1,—
S44,2014,5,4,9,27.6,—,25.8,89.8,21,0.8,—
S44,2014,5,4,10,30.3,—,25.4,75.1,10,0.8,—
S44,2014,5,4,11,31.5,—,23.6,62.9,36,1.2,—
S44,2014,5,4,12,32.6,—,23.2,57.7,51,1,—
S44,2014,5,4,13,33.2,—,23.2,55.7,63,1.3,—
S44,2014,5,4,14,31.4,—,23.9,64.6,237,1.8,—
S44,2014,5,4,15,30.1,—,25,73.9,186,2.1,—
S44,2014,5,4,16,27.9,—,22.5,72.5,133,2.3,—
S44,2014,5,4,17,25.6,—,23.9,90.2,100,3.9,—
S44,2014,5,4,18,26,—,24.8,93,357,2.5,—
S44,2014,5,4,19,28.1,—,23.8,77.7,51,2.9,—
S44,2014,5,4,20,28.2,—,24.2,78.7,89,1.1,—
S44,2014,5,4,21,27.5,—,24.8,84.8,67,1.1,—
S44,2014,5,4,22,27.8,—,24.8,83.8,63,0.8,—
S44,2014,5,4,23,27.7,—,24.7,84,71,0.9,—
S44,2014,5,4,24,27.6,—,24.7,84.2,80,1.1,—
S44,2014,5,5,1,27.4,—,24.8,85.7,76,0.7,—
S44,2014,5,5,2,27.3,—,25.1,88.1,58,0.8,—
S44,2014,5,5,3,27.2,—,24.9,87.3,41,1.2,—
S44,2014,5,5,4,26.7,—,25.4,92.5,15,1.1,—
S44,2014,5,5,5,26.5,—,25.1,92.4,5,1.2,—
S44,2014,5,5,6,26.4,—,24.9,91.5,14,0.8,—
